optimized_group_id,headword,source_count,source_words,added_count,added_forms,memory_word_count,all_memory_words,source_group_id,decision,root_affix,group_explanation,memory_link,mnemonic,collocations,related_recommendations,definitions
O1623,sceptical,1,sceptical,0,,1,sceptical,D1611,kept,,,,,,,sceptical: adj. 怀疑的；怀疑论的；习惯怀疑的
O1624,scheme,1,scheme,0,,1,scheme,D1612,kept,,,,,,,scheme: n. 计划；组合；体制；诡计vi. 搞阴谋；拟订计划vt. 计划；策划n. (Scheme)人名；(瑞典)谢默
O1625,science,3,"science, scientific, scientist",0,,3,"science, scientific, scientist",D1613,kept,词根 sci = know 知道；-ence 名词；-ific 形容词；-ist 人,三个词围绕‘科学’，science名词，scientific形容词，scientist科学家，同族派生一目了然。,一位scientist在实验室用scientific方法研究science。,science科学要学习，scientific形容词记，scientist搞研究,science - science and technology 科技 | scientific - scientific research 科学研究 | scientist - research scientist 研究科学家,"延伸: technology, technical, technician",science: n. 科学；技术；学科；理科n. (Science)人名；(英)赛恩斯 | scientific: adj. 科学的，系统的 | scientist: n. 科学家
O1626,scissors,1,scissors,0,,1,scissors,D1614,kept,,,,,,,scissors: n. 剪刀；剪式跳法v. 剪开；删除（scissor的第三人称单数）
O1627,scold,1,scold,0,,1,scold,D1615,kept,,,,,,,scold: vi. 责骂；叱责vt. 骂；责骂n. 责骂；爱责骂的人
O1628,scope,1,scope,0,,1,scope,D1616,kept,,,,,,,scope: n. 范围；余地；视野；眼界；导弹射程vt. 审视
O1629,scorn,1,scorn,0,,1,scorn,D1617,kept,,,,,,,scorn: n. 轻蔑；嘲笑；藐视的对象v. 轻蔑；藐视；不屑做
O1630,scout,1,scout,0,,1,scout,D1618,kept,,,,,,,scout: n. 搜索，侦察；侦察员；侦察机vt. 侦察；跟踪，监视；发现vi. 侦察；巡视；嘲笑
O1631,scrape,2,"scrap, scrape",0,,2,"scrap, scrape",D1619,kept,同源词，scrape 为动作，scrap 为结果,scrape 表示刮擦，scrap 表示刮下的碎片或废弃，动作与产物关联。,用铲子刮(scrape)墙，刮下来一堆碎片(scrap)。,刮刮刮，刮出碎片就扔掉。,scrape off 刮掉 | scrap metal 废金属 | scrape through 勉强通过,辨析：scrap 还可作动词‘废弃’；scrape 也作名词‘刮擦声’‘困境’。,"scrap: n. 碎片；残余物；打架；少量vt. 废弃；使解体；拆毁adj. 废弃的；零碎的vi. 吵架 | scrape: n.刮,擦,擦痕,刮擦声,困境vi.刮掉,擦掉,刮出刺耳声vt.刮,擦,擦伤,挖成"
O1632,screw,1,screw,0,,1,screw,D1620,kept,,,,,,,screw: vt. 旋，拧；压榨；强迫n. 螺旋；螺丝钉；吝啬鬼vi. 转动，拧
O1633,script,1,script,0,,1,script,D1621,kept,,,,,,,script: n. 脚本；手迹；书写用的字母vt. 把…改编为剧本vi. 写电影脚本
O1634,scrutiny,1,scrutiny,0,,1,scrutiny,D1622,kept,,,,,,,scrutiny: n. 详细审查；监视；细看；选票复查
O1635,seam,1,seam,0,,1,seam,D1623,kept,,,,,,,seam: n. 缝；接缝vt. 缝合；接合；使留下伤痕vi. 裂开；产生裂缝
O1636,seaman,2,"seaman, seaport",0,,2,"seaman, seaport",D1624,kept,复合词：sea + man / sea + port,都与海相关，seaman 指人(海员)，seaport 指地(海港)。,海员(seaman)乘船抵达海港(seaport)。,大海的孩子：海员和海港。,merchant seaman 商船船员 | major seaport 主要海港,联想 sailor 水手，harbor 港湾。,seaman: n. 海员，水手；水兵n. (Seaman)人名；(英)西曼；(意、瑞典)塞亚曼 | seaport: n. 海港；港口都市
O1637,secondary,2,"secondary, secondly",0,,2,"secondary, secondly",D1625,kept,second + 后缀 -ary / -ly,都源自 second，secondary 为形容词‘次要的’，secondly 为副词‘其次’。,首先( firstly )处理主要任务，其次( secondly )考虑次要( secondary )问题。,第二重要是次要，其次用法是副词。,"secondary school 中学 | secondly, we must... 其次，我们必须……","联想 primary, tertiary 构成的序列。",secondary: adj. 第二的；中等的；次要的；中级的n. 副手；代理人 | secondly: adv. 其次；第二
O1638,secretary,1,secretary,0,,1,secretary,D1626,kept,,,,,,,secretary: n. 秘书；书记；部长；大臣
O1639,sector,1,sector,0,,1,sector,D1627,kept,,,,,,,sector: n. 部门；扇形，扇区；象限仪；函数尺vt. 把…分成扇形
O1640,security,1,security,0,,1,security,D1628,kept,,,,,,,security: n. 安全，安全性；保证；证券；抵押品adj. 安全的；保安的；保密的
O1641,seemingly,1,seemingly,0,,1,seemingly,D1629,kept,,,,,,,seemingly: adv. 看来似乎；表面上看来
O1642,segment,1,segment,0,,1,segment,D1630,kept,,,,,,,segment: n. 段，部分；（水果或花的）瓣，（动物的）节；弓形；音段；（广播或节目的）时间段v. 分割；（细胞）分裂
O1643,separate,3,"segregate, separate, separation",0,,3,"segregate, separate, separation",D1631,kept,前缀 se- (分开) + par (准备) / greg (群),均含前缀 se-，表示分离、隔离，词义紧密相关。,把混在一起的物品分开(separate)，导致了分离(separation)，然后按类别隔离(segregate)。,se- 开头的分离三兄弟：分开、分离、隔离。,separate rooms 独立房间 | separation anxiety 分离焦虑 | segregate waste 垃圾分类,注意 separate 动词读作 /ˈsepəreɪt/，形容词读作 /ˈsepərət/。,"segregate: vt. 使隔离；使分离；在…实行种族隔离 | separate: adj.分开的,分离的,个别的,单独的v.分开,隔离,分散,分别 | separation: n. 分离，分开；间隔，距离；[法] 分居；缺口"
O1644,selection,1,selection,0,,1,selection,D1632,kept,,,,,,,selection: n. 选择，挑选；选集；精选品
O1645,seller,1,seller,0,,1,seller,D1633,kept,,,,,,,seller: n. 卖方，售货员n. (Seller)人名；(匈)谢勒；(西)塞列尔
O1646,semester,2,"semester, semiconductor",0,,2,"semester, semiconductor",D1634,kept,前缀 semi- (半),semester 为半年(学制)，semiconductor 为半导体，都包含‘半’的概念。,一个学期(semester)学了一半的半导体(semiconductor)物理。,半学期学半导体。,fall semester 秋季学期 | semiconductor industry 半导体产业,注意 semester 拼写并非 sem-ester，但可借助 semi- 记忆。,semester: n. 学期；半年 | semiconductor: n. [电子][物] 半导体
O1647,seminar,1,seminar,0,,1,seminar,D1635,kept,,,,,,,seminar: n. 讨论会，研讨班
O1648,senate,2,"senate, senator",0,,2,"senate, senator",D1636,kept,词根 sen (拉丁语 senex '老') + -ate (机构) / -or (人),senate 为参议院(古罗马元老院)，senator 为参议员，均与尊贵长者治理相关。,在古罗马，元老们(senators)组成元老院(senate)议事。,老人院里有参议员。,Senate committee 参议院委员会 | state senator 州参议员,"联想 congress, parliament 等立法机构。",senate: n. 参议院，上院；（古罗马的）元老院 | senator: n. 参议员；（古罗马的）元老院议员；评议员，理事n. (Senator)人名；(瑞典、斯威)塞纳托尔
O1649,sensation,5,"sensation, sensible, sensitive, sentence, sentiment",0,,5,"sensation, sensible, sensitive, sentence, sentiment",D1637,kept,词根 sens/sent (拉丁语 sentire '感觉'),这些词同源，核心含义与感觉、情感、观点相关，构成词义关联网络。,一个敏感(sensitive)的人有着明智的(sensible)判断，对情感(sentiment)很敏锐，能引起轰动(sensation)，说话像判决(sentence)。,感觉(sens/sent)家族：敏感人明智表达情感，引起轰动并做出判决。,sensitive skin 敏感皮肤 | sensible decision 明智的决定 | public sentiment 公众情绪 | create a sensation 引起轰动 | life sentence 无期徒刑,辨析 sensible vs sensitive; 联想 sensation 的'感觉'和'轰动'两层含义。,sensation: n. 感觉；轰动；感动 | sensible: adj. 明智的；通情达理的；合乎情理的；意识到的，能感觉到的n. 可感觉到的东西 | sensitive: adj. 敏感的；感觉的；[仪] 灵敏的；感光的；易受伤害的；易受影响的n. 敏感的人；有灵异能力的人 | sentence: n. [语][计] 句子，命题；宣判，判决vt. 判决，宣判 | sentiment: n. 感情，情绪；情操；观点；多愁善感
O1650,sequence,2,"sequence, series",0,,2,"sequence, series",D1638,kept,sequ (跟随) / 无明确词根,均表示一系列有序的事物，sequence 强调顺序，series 强调系列。,按顺序(sequence)排列的一系列(series)图书。,顺序和系列，都是连续。,in sequence 按顺序 | a series of 一系列 | TV series 电视连续剧,辨析：sequence 用于抽象的顺序，series 用于具体的系列事物。,sequence: n. [数][计] 序列；顺序；续发事件vt. 按顺序排好 | series: n. 系列，连续；[电] 串联；级数；丛书
O1651,seriously,1,seriously,0,,1,seriously,D1639,kept,,,,,,,seriously: adv. 认真地；严重地，严肃地
O1652,setting,2,"setting, settlement",0,,2,"setting, settlement",D1640,kept,set + -ing / settle + -ment,setting 来自 set (放置) + ing，指环境、设置；settlement 来自 settle (安顿、解决) + ment，指定居、解决。,在完美的环境(setting)中，他们解决了争端并达成了协议(settlement)。,安顿(set)出环境(setting)，解决(settle)成定居(settlement)。,setting sun 落日 | settlement agreement 和解协议 | urban settlement 城市定居点,辨析：setting 侧重‘背景、环境’，settlement 侧重‘解决、定居点’。,setting: n. 环境；安装；布置；[天] 沉落v. 放置；沉没；使…处于某位置（set的ing形式） | settlement: n. 解决，处理；[会计] 结算；沉降；殖民
O1653,severely,1,severely,0,,1,severely,D1641,kept,,,,,,,severely: adv. 严重地；严格地，严厉地；纯朴地
O1654,sexual,1,sexual,0,,1,sexual,D1642,kept,,,,,,,sexual: adj. 性的；性别的；有性的
O1655,shabby,1,shabby,0,,1,shabby,D1643,kept,,,,,,,shabby: adj. 破旧的；卑鄙的；吝啬的；低劣的
O1656,shady,1,shady,0,,1,shady,D1644,kept,,,,,,,shady: adj. 成荫的；阴暗的；名声不好的n. (Shady)人名；(阿拉伯)沙迪
O1657,shaft,1,shaft,0,,1,shaft,D1645,kept,,,,,,,shaft: n. 竖井；通风井；（电梯的）升降机井；杆，柄vt. 欺骗；苛待
O1658,shampoo,1,shampoo,0,,1,shampoo,D1646,kept,,,,,,,shampoo: n. 洗发；洗发精vt. 洗发
O1659,sharpen,2,"sharpen, sharply",0,,2,"sharpen, sharply",D1647,kept,sharp (尖的) + -en (使动) + -ly (副词),同词根派生，表示与“尖锐”相关的动作和状态。,想象用磨刀石把刀磨锋利(sharpen)，刀锋锐利地(sharply)切开物体。,磨快sharpen工具，动作sharply精准。,sharpen the knife - 磨刀 | rise sharply - 急剧上升,"同义词：keen, acute",sharpen: vt. 削尖；磨快；使敏捷；加重vi. 尖锐；变锋利 | sharply: adv. 急剧地；锐利地
O1660,shatter,1,shatter,0,,1,shatter,D1648,kept,,,,,,,shatter: vt. 粉碎；打碎；破坏；破掉；使散开vi. 粉碎；损坏；落叶n. 碎片；乱七八糟的状态
O1661,shear,1,shear,0,,1,shear,D1649,kept,,,,,,,shear: v. 剪（羊或其他动物的）毛；剪（头发）；（受剪切力作用而）断裂n. 切变n. (Shear) （美）希尔（人名）
O1662,shed,1,shed,0,,1,shed,D1650,kept,,,,,,,shed: vt. 摆脱；使落下vi. 流出；脱落；散布n. 小屋，棚；分水岭
O1663,sheer,1,sheer,0,,1,sheer,D1651,kept,,,,,,,sheer: adj. 绝对的；透明的；峻峭的；纯粹的adv. 完全；陡峭地vi. 偏航vt. 使偏航；使急转向n. 偏航；透明薄织物
O1664,shell,1,shell,0,,1,shell,D1652,kept,,,,,,,shell: n. 壳，贝壳；炮弹；外形vi. 剥落；设定命令行解释器的位置vt. 剥皮；炮轰
O1665,shepherd,1,shepherd,0,,1,shepherd,D1653,kept,,,,,,,shepherd: n. 牧羊人；牧师；指导者v. 牧羊；带领，护送；指导；看管n. (Shepherd) （英、美、菲）谢泼德（人名）
O1666,shield,1,shield,0,,1,shield,D1654,kept,,,,,,,shield: n. 盾；防护物；保护者vt. 遮蔽；包庇；避开；保卫vi. 防御；起保护作用n. （Shield）（英）希尔德（人名）
O1667,shift,1,shift,0,,1,shift,D1655,kept,,,,,,,"shift: n.移动,轮班,移位,变化,办法,手段vt.替换,转移,改变,移转,推卸,变速vi.转换,移动,转变,推托,变速"
O1668,shilling,1,shilling,0,,1,shilling,D1656,kept,,,,,,,shilling: n. 先令n. (Shilling)人名；(英)希林
O1669,shipment,1,shipment,0,,1,shipment,D1657,kept,,,,,,,shipment: n. 装货n. 装载的货物n. 出货量
O1670,shiver,1,shiver,0,,1,shiver,D1658,kept,,,,,,,shiver: v. 颤抖，哆嗦；打碎n. 颤抖，哆嗦；（因恐惧产生的）寒颤；碎片n. (Shiver) （美、斯）希弗（人名）
O1671,shopkeeper,1,shopkeeper,0,,1,shopkeeper,D1659,kept,,,,,,,shopkeeper: n. 店主，老板
O1672,shortage,2,"shortage, shortcoming",0,,2,"shortage, shortcoming",D1660,kept,short (短的) + -age (名词) / coming (来，名词化),由short构成的复合名词，都带有“不足”的负面含义。,商店缺货(shortage)是因为经理的疏忽(shortcoming)，短处导致了短缺。,shortage资源短缺，shortcoming人的缺点。,water shortage - 水资源短缺 | despite his shortcomings - 尽管他有缺点,"反义词：surplus, merit",shortage: n. 缺乏，缺少；不足 | shortcoming: n. 缺点；短处
O1673,shrewd,1,shrewd,0,,1,shrewd,D1661,kept,,,,,,,shrewd: adj. 精明的；狡猾的；机灵的n. 精明（的人）；机灵（的人）
O1674,shriek,1,shriek,0,,1,shriek,D1662,kept,,,,,,,shriek: v. 尖叫；尖声说；促人注意；（无生命的东西）发出尖锐刺耳声；明显地不协调n. 尖声；尖锐的响声；感叹号（非正式）
O1675,shrug,1,shrug,0,,1,shrug,D1663,kept,,,,,,,shrug: vt. 耸肩，耸肩表示n. 耸肩vi. 耸肩
O1676,shutter,1,shutter,0,,1,shutter,D1664,kept,,,,,,,shutter: n. 快门；百叶窗；关闭物；遮板vt. 为…装百叶窗；以百叶窗遮闭
O1677,shy,1,shy,0,,1,shy,D1665,kept,,,,,,,shy: adj. 害羞的；畏缩的，胆怯的vi. 投；畏缩；惊退；厌恶vt. 投；乱掷n. 投掷；惊跳n. (Shy)人名；(英)夏伊
O1678,sideways,1,sideways,0,,1,sideways,D1666,kept,,,,,,,sideways: adv. 向侧面地，向一旁地；平级变动地；间接地adj. 向侧面的，向一旁的；平级变动的；间接的；非正统的
O1679,sightseeing,1,sightseeing,0,,1,sightseeing,D1667,kept,,,,,,,sightseeing: n. 观光；游览adj. 观光的；游览的v. 观光（sightsee的ing形式）；游览
O1680,significance,3,"significance, significant, signify",0,,3,"significance, significant, signify",D1668,kept,sign (标记) + ify (使) / fic (做) + -ant (形容词) / -ance (名词),同词根，都与“标记、重要性”相关。,一个红色的感叹号标记(sign)在文档上，表示此事极为重要(significance)，值得注意(significant)，暗示范重大意义(signify)。,sign标记重要事，significance重要性，significant重大的，signify意味着。,of great significance - 意义重大 | significant difference - 显著差异 | signify consent - 表示同意,"同义词：important, meaningful",significance: n. 意义；重要性；意思 | significant: adj. 重大的；有效的；有意义的；值得注意的；意味深长的n. 象征；有意义的事物 | signify: vt. 表示；意味；预示vi. 有重要性；要紧；冒充内行
O1681,silence,2,"silence, silent",0,,2,"silence, silent",D1669,kept,sil- (安静) + -ence (名词) / -ent (形容词),同词根，表示安静的状态和性质。,图书馆里人们保持安静(silence)，所有人都沉默(silent)不语。,silence是寂静，silent是沉默的。,keep silence - 保持沉默 | silent night - 寂静的夜,"反义词：noise, noisy",silence: n. 沉默；寂静；缄默；不谈；无声状态vt. 使沉默；使安静；压制；消除噪音int. 安静！；别作声！ | silent: adj. 沉默的；寂静的；无记载的n. 无声电影
O1682,silicon,1,silicon,0,,1,silicon,D1670,kept,,,,,,,silicon: n. [化学] 硅；硅元素
O1683,similarly,1,similarly,0,,1,similarly,D1671,kept,,,,,,,similarly: adv. 类似地，差不多地；同样地，也
O1684,simplicity,2,"simplicity, simplify",0,,2,"simplicity, simplify",D1672,kept,simpl (简单) + -icity (名词) / -ify (动词),同词根，表示简单和使简单。,生活追求朴素(simplicity)，把复杂事物简化(simplify)。,simplicity是简单朴素，simplify是简化操作。,simplicity of design - 设计简洁 | simplify the process - 简化流程,"反义词：complexity, complicate",simplicity: n. 朴素；简易；天真；愚蠢 | simplify: vt. 简化；使单纯；使简易
O1685,simulate,1,simulate,0,,1,simulate,D1673,kept,,,,,,,simulate: vt. 模仿；假装；冒充adj. 模仿的；假装的
O1686,simultaneous,1,simultaneous,0,,1,simultaneous,D1674,kept,,,,,,,simultaneous: adj. 同时的；联立的；同时发生的n. 同时译员
O1687,sin,1,sin,0,,1,sin,D1675,kept,,,,,,,sin: n. 罪恶；罪孽；过失vi. 犯罪；犯过失vt. 犯罪n. （Sin）（罗）西恩；（匈）欣；（柬、阿拉伯）辛；（缅）信（人名）
O1688,sincere,1,sincere,0,,1,sincere,D1676,kept,,,,,,,sincere: adj. 真诚的；诚挚的；真实的
O1689,singular,1,singular,0,,1,singular,D1677,kept,,,,,,,singular: adj. 单数的；单一的；非凡的；异常的n. 单数
O1690,site,3,"site, situated, situation",0,,3,"site, situated, situation",D1678,kept,sit (位置) + -e (名词) / -uated (形容词) / -ation (名词),同词根，都与地点、位置有关。,一个建筑工地(site)，房子坐落(situated)在河边，整体状况(situation)不错。,site是地点，situated坐落于，situation处境形势。,construction site - 建筑工地 | be situated in - 位于 | current situation - 当前形势,"近义词：location, position",site: n. 地点；位置；场所vt. 设置；为…选址 | situated: adj. 位于…的；处于…境遇的v. 使位于；使处于（situate的过去分词） | situation: n. 情况；形势；处境；位置
O1691,skeleton,1,skeleton,0,,1,skeleton,D1679,kept,,,,,,,skeleton: n. 骨架，骨骼；纲要；骨瘦如柴的人adj. 骨骼的；骨瘦如柴的；概略的
O1692,skeptical,1,skeptical,0,,1,skeptical,D1680,kept,,,,,,,skeptical: adj. 怀疑的；（哲学）怀疑论的，不可知论的
O1693,sketch,1,sketch,0,,1,sketch,D1681,kept,,,,,,,sketch: n. 素描；略图；梗概vt. 画素描或速写vi. 画素描或速写n. (Sketch)人名；(英)斯凯奇
O1694,skillful,1,skillful,0,,1,skillful,D1682,kept,,,,,,,skillful: adj. 熟练的；巧妙的
O1695,skim,1,skim,0,,1,skim,D1683,kept,,,,,,,skim: v.撇去
O1696,slack,1,slack,0,,1,slack,D1684,kept,,,,,,,"slack: n.松弛,静止,淡季,闲散,家常裤adj.松弛的,不流畅的,疏忽的,软弱的,漏水的,呆滞的,懒散的adv.马虎地,缓慢地vt.使松弛,使缓慢,马虎从事vi.松懈,减弱,松驰"
O1697,slam,4,"slam, slap, smash, snap",0,,4,"slam, slap, smash, snap",D1685,kept,拟声/动作词，无共同词根。这些词音感强烈。,四个表示突然、猛烈动作的词，都有清脆或破碎的声音联想，可打包记忆。,他生气地slap桌子，slam门，smash玻璃，snap铅笔。,拍桌（slap）摔门（slam）砸玻璃（smash）折铅笔（snap），一气呵成。,slap in the face - 一记耳光；公然侮辱 | slam the door - 摔门；关门 | smash hit - 极为成功的事物 | snap decision - 仓促的决定,注意snap还有‘快照’之意。,"slam: v.砰地关上,砰地放下,猛力抨击,冲击n.砰,猛击,撞击,冲击 | slap: vt.拍,掌击,拍击n.拍,掌击,拍击 | smash: v.打碎,粉碎n.打碎,粉碎adj.出色的 | snap: vt. 突然折断，拉断；猛咬；啪地关上vi. 咬；厉声说；咯嗒一声关上n. 猛咬；劈啪声；突然折断adj. 突然的"
O1698,slaughter,1,slaughter,0,,1,slaughter,D1686,kept,,,,,,,"slaughter: n.屠宰,残杀,屠杀v.屠宰,残杀,屠杀"
O1699,slavery,1,slavery,0,,1,slavery,D1687,kept,,,,,,,slavery: n. 奴役；奴隶制度；奴隶身份
O1700,slender,1,slender,0,,1,slender,D1688,kept,,,,,,,slender: adj. 细长的；苗条的；微薄的
O1701,slightly,1,slightly,0,,1,slightly,D1689,kept,,,,,,,slightly: adv. 些微地，轻微地；纤细地，瘦小的
O1702,slippery,3,"slipper, slippery, slope",0,,3,"slipper, slippery, slope",D1690,kept,slip- 滑，-er 器物，-ery 形容词后缀；slope 源自古英语 aslope 倾斜。,拖鞋容易滑，斜坡也容易滑，构成‘滑’的关联。,穿着slipper走在下雨的slope上，地面很slippery。,拖鞋（slipper）遇上斜坡（slope）变得滑溜溜（slippery）。,a pair of slippers - 一双拖鞋 | slippery road - 滑的路面 | steep slope - 陡坡,slip v.滑倒 n.疏漏,slipper: n. 拖鞋vt. 用拖鞋打 | slippery: adj. 滑的；狡猾的；不稳定的 | slope: n. 斜坡；倾斜；斜率；扛枪姿势vi. 倾斜；逃走vt. 倾斜；使倾斜；扛
O1703,slit,2,"slit, slot",0,,2,"slit, slot",D1691,kept,无，形态相似。,slit是狭长的切口，slot是狭槽、投币口，都指细长开口，易混淆。,用刀子在纸上slit一个口，正好可以插入slot。,割缝（slit）投币入槽（slot）。,slit one's eyes - 眯起眼睛 | time slot - 时间段 | coin slot - 投币口,注意slot还有‘位置’之意，如landing slot(降落跑道),slit: n. 狭长的切口；裂缝v. 使有狭缝；撕裂；使成长条；眯起眼睛 | slot: n. 位置；狭槽；水沟；硬币投币口vt. 跟踪；开槽于n. (Slot)人名；(英、荷)斯洛特
O1704,slogan,1,slogan,0,,1,slogan,D1692,kept,,,,,,,slogan: n. 标语；呐喊声
O1705,slowly,1,slowly,0,,1,slowly,D1693,kept,,,,,,,slowly: adv. 缓慢地，慢慢地
O1706,slum,1,slum,0,,1,slum,D1694,kept,,,,,,,slum: n. 贫民窟；（不宜居住的）房屋；脏乱的地方v. （为猎奇或救济）去贫民窟；将就适应，过穷日子
O1707,sly,1,sly,0,,1,sly,D1695,kept,,,,,,,sly: adj. 狡猾的；淘气的；诡密的n. (Sly)人名；(英)斯莱
O1708,smog,1,smog,0,,1,smog,D1696,kept,,,,,,,smog: n. 烟雾
O1709,smoothly,1,smoothly,0,,1,smoothly,D1697,kept,,,,,,,smoothly: adv. 平稳地，平滑地；顺利地，流畅地；平静地；均匀地
O1710,smuggle,1,smuggle,0,,1,smuggle,D1698,kept,,,,,,,smuggle: vt. 走私；偷运vi. 走私，私运；偷带
O1711,snowstorm,1,snowstorm,0,,1,snowstorm,D1699,kept,,,,,,,snowstorm: n. 暴风雪；雪暴
O1712,soak,1,soak,0,,1,soak,D1700,kept,,,,,,,soak: vt. 吸收，吸入；沉浸在（工作或学习中）；使……上下湿透vi. 浸泡；渗透n. 浸；湿透；大雨
O1713,soar,1,soar,0,,1,soar,D1701,kept,,,,,,,soar: vi. 急升，激增；高飞；升空；翱翔；（树木、建筑物等）高耸；（情绪）高涨n. 高飞；高涨n. （Soar）（英、葡）索尔（人名）
O1714,sober,1,sober,0,,1,sober,D1702,kept,,,,,,,sober: adj. 冷静的，清醒的；未醉的vt. 使严肃；使醒酒，使清醒n. （Sober）索伯（人名）
O1715,society,5,"social, socialism, socialist, society, sociology",0,,5,"social, socialism, socialist, society, sociology",D1703,kept,"词根 'soci' 意为 '同伴, 交往, 社会'",这组词共享词根soci，都与‘社会’相关，派生关系清晰。,想象一个社会学者在社团中研究社会交往与社会主义。,社会（society）里，社会学家（sociologist）研究社交（social）与社会主义（socialism/socialist）。,social media - 社交媒体 | socialism with Chinese characteristics - 中国特色社会主义 | socialist core values - 社会主义核心价值观 | civil society - 公民社会 | sociology department - 社会学系,注意与sociable(友善的)区分,social: adj. 社会的，社交的；群居的n. 联谊会；联欢会 | socialism: n. 社会主义 | socialist: n. 社会主义者，社会党党员adj. 社会主义的，社会党的 | society: n. 社会；交往；社团；社交界 | sociology: n. 社会学；群体生态学
O1716,soda,1,soda,0,,1,soda,D1704,kept,,,,,,,soda: n. 苏打；碳酸水n. (Soda)人名；(意)索达；(日)曾田(姓)
O1717,soft,2,"soft, softly",0,,2,"soft, softly",D1705,kept,soft(形容词)+-ly(副词后缀)=softly,简单派生，soft是柔软的，softly是柔软地/轻声地。,用soft枕头，她softly唱歌。,软（soft）语轻声（softly）说。,soft music - 轻音乐 | speak softly - 轻声说话 | soft skills - 软技能,"反义词：hard, hardly(但hardly意为几乎不，需注意)",soft: adj. 软的，柔软的；温柔的，温和的；软弱的；笨的adv. 柔软地；温和地n. 柔性；柔软的东西；柔软部分 | softly: adv. 轻声地；温柔地；柔和地
O1718,solitary,5,"sole, solely, solidarity, solitary, solo",0,,5,"sole, solely, solidarity, solitary, solo",D1706,kept,"sole/soli/solo 源于拉丁语 'solus' 意为 '单独'；但 solid 源于 'solidus' 意为 '坚固', solidarity 来自 solid. 这里主要辨析形近词。",sole(唯一的)、solely(仅仅)、solitary(孤独的)、solo(单独的)都与‘单独’相关；solidarity(团结)形似但意义相反，形成对比记忆。,一个solitary隐士是sole幸存者，solo表演，但大家呼吁solidarity团结。,独自（sole）隐士（solitary）独奏（solo），团结（solidarity）却是众人一起。,sole proprietorship - 独资企业 | solely responsible - 全权负责 | solitary confinement - 单独监禁 | solo performance - 单人表演 | show solidarity with - 声援,注意solidarity拼写中间是'dar'不要误写为'tar'。,"sole: adj.单独的,唯一的n.脚底,鞋底,基础v.换鞋底 | solely: adv. 单独地；仅仅 | solidarity: n. 团结，团结一致 | solitary: adj. 孤独的；独居的n. 独居者；隐士 | solo: n. 独奏；独唱；独奏曲adj. 独奏的；独唱的；单独的vt. 单人攀登；单独驾vi. 单独表演；放单飞adv. 单独地"
O1719,solemn,1,solemn,0,,1,solemn,D1707,kept,,,,,,,solemn: adj. 庄严的，严肃的；隆重的，郑重的
O1720,solve,3,"soluble, solution, solve",0,,3,"soluble, solution, solve",D1708,kept,词根：solv/solut 解开，溶解,solve (解决)，solution (解决方案；溶液)，soluble (可溶的；可解决的) 均源于“解开”的意象。,想象遇到难题时，我们用一把钥匙解开锁（solve），得到的答案(solution)就像糖溶解在水中(soluble)一样豁然开朗。,解开难题有方案，溶解物质可溶点,solve a problem - 解决问题 | solution to the problem - 问题解决方案 | soluble in water - 可溶于水,注意solution还可指溶液，与solve作溶解的意思对应。,soluble: adj. [化学] 可溶的，可溶解的；可解决的 | solution: n. 解决方案；溶液；溶解；解答 | solve: vt. 解决；解答；溶解vi. 作解答
O1721,some,3,"somehow, sometime, somewhat",0,,3,"somehow, sometime, somewhat",D1709,kept,some 某；-how 方式；-time 时间；-what 程度,somehow (以某种方式)，sometime (某时)，somewhat (有点) 由 some 与疑问词组成，表示不确定。,某人(someone)在某个时间(sometime)以某种方式(somehow)做某事，程度有点(somewhat)奇怪。,某法某时某程度，不定代词要记熟,somehow or other - 以某种方法 | sometime next week - 下周某时 | somewhat interesting - 有点有趣,区分：some time (一段时间)，sometimes (有时)，sometime (某时)。,somehow: adv. 以某种方法；莫名其妙地 | sometime: adv. 改天；来日；在某一时候adj. 以前的；某一时间的 | somewhat: adv. 有点，稍微pron. 某物；几分
O1722,sophisticated,1,sophisticated,0,,1,sophisticated,D1710,kept,,,,,,,sophisticated: adj. 复杂的；精致的；久经世故的；富有经验的v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）
O1723,sore,1,sore,0,,1,sore,D1711,kept,,,,,,,sore: adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的n. 溃疡，痛处；恨事，伤心事n. (Sore)人名；(法)索尔；(意)索雷
O1724,source,1,source,0,,1,source,D1712,kept,,,,,,,source: n. 来源；水源；原始资料n. (Source)人名；(法)苏尔斯
O1725,southeast,1,southeast,0,,1,southeast,D1713,kept,,,,,,,southeast: n. 东南，东南方；东南地区，东南部adj. 东南的，东南部的；（风）来自东南的adv. 在东南，朝东南；来自东南
O1726,sovereign,1,sovereign,0,,1,sovereign,D1714,kept,,,,,,,sovereign: n. 君主；独立国；金磅adj. 至高无上的；有主权的；拥有最高统治权的；不折不扣的；有效的n. (Sovereign) （美、加、俄、英、印、澳）索夫林（人名）
O1727,soviet,1,soviet,0,,1,soviet,D1715,kept,,,,,,,soviet: n. 苏维埃，苏联政府；苏联人adj. 苏维埃的；苏联的；苏联人的
